Club ID,Club,Terminal ID,Terminal Priority,Club's Players,Clubs' Rounds,Terminal's Players,Terminal's Rounds,Terminal Type,Ownership Type,Operating System,Modem Type,Mobile Number,Connectivity Type,Card Reader Type,Date of First Use,Terminal Distribution Date,Current Date,Terminal Age,Monthly Working Days,Estimated Online Hours (10hr/day),Actual Offline Hours (10hr/day),Total Offline Hours (10hr/day),Terminal Priority Weight,Club Priority Weight,Terminal Priority Rank,Club Priority Rank
461,Fairview Golf Club,5300000537,100,79,561,72,455,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,13.03.2017,13.03.2017,13.01.2021,3 year(s) 10 month(s),366,3660,2466.94,2466.94,0%,0%,293,265
463,METROPOLITAN GOLF CLUB,5300000336,100,577,19313,488,3151,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Magtek 21040108,18.09.2019,18.09.2019,13.01.2021,1 year(s) 3 month(s),366,3660,252.09,252.09,0%,0%,93,87
464,MILNERTON GOLF CLUB,5300000084,100,763,28922,486,2811,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,01.11.2018,01.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,2071.41,2071.41,0.01%,0.01%,29,31
465,King David Mowbray GC,5300000384,100,1134,32347,539,4079,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,08.11.2018,08.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,830.35,830.35,0.01%,0.01%,22,22
466,PAROW GOLF CLUB,5300000152,100,591,22150,433,2807,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,26.08.2016,26.08.2016,13.01.2021,4 year(s) 4 month(s),366,3660,762.54,762.54,0%,0%,71,69
467,RONDEBOSCH GOLF CLUB,5300000584,100,560,26080,902,6438,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,12.08.2016,22.07.2020,13.01.2021,4 year(s) 5 month(s),366,3660,859.86,859.86,0%,0%,53,50
468,ROYAL CAPE GOLF CLUB,5300000039,34,739,27731,216,1192,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,10.10.2017,10.10.2017,13.01.2021,3 year(s) 3 month(s),314,3140,1834.46,2142.34,0%,0.01%,37,4
468,ROYAL CAPE GOLF CLUB,5300000563,33,739,27731,23,36,HP EliteOne 800,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,07.01.2020,07.01.2020,13.01.2021,1 year(s) 0 month(s),366,3660,2924.83,2924.83,0.01%,0.01%,28,4
468,ROYAL CAPE GOLF CLUB,5300000703,100,739,27731,65,204,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Partner MSR213U,23.03.2018,23.03.2018,13.01.2021,2 year(s) 9 month(s),366,3660,2272.71,2272.71,0%,0.01%,32,4
469,SIMONS TOWN COUNTRY CLUB,5300000137,100,400,1790,82,899,Asus Screen & NUC7CJYH,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,07.01.2021,07.01.2021,13.01.2021,0 year(s) 0 month(s),366,3660,2761.94,2761.94,0%,0%,165,147
470,SOMERSET WEST GOLF CLUB,5300000661,100,914,23576,491,2995,Mecer X22S,HNA,64bit Windows 10 Home ,None,N/A,Club Internet,Magtek 21040108,16.09.2016,21.07.2020,13.01.2021,4 year(s) 3 month(s),366,3660,1094.59,1094.59,0%,0%,44,42
471,STEENBERG GOLF CLUB,5300000255,100,745,25236,246,1279,HP Compaq Elite 8300,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,12.02.2020,12.02.2020,13.01.2021,0 year(s) 11 month(s),366,3660,2738.98,2738.98,0%,0%,35,35
472,Strand Golf Club,5300000260,50,843,27647,725,4908,Lenovo M810Z,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,06.11.2018,06.11.2018,13.01.2021,2 year(s) 2 month(s),366,3660,25.45,25.45,0%,0%,45,44
473,WESTLAKE GOLF CLUB,5300000040,50,796,38897,320,1650,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,23.08.2017,23.08.2017,13.01.2021,3 year(s) 4 month(s),366,3660,2240.41,2240.41,0.01%,0.01%,20,9
473,WESTLAKE GOLF CLUB,5300000479,50,796,38897,246,820,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,16.01.2020,16.01.2020,13.01.2021,0 year(s) 11 month(s),366,3660,2013.02,2013.02,0.01%,0.01%,21,9
474,KANSANSHI GOLF CLUB,5300000523,100,144,989,20,102,Mecer X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,03.04.2018,03.04.2018,13.01.2021,2 year(s) 9 month(s),366,3660,3605.85,3605.85,0%,0%,180,163
475,USUTU FOREST GOLF CLUB,5300000709,100,32,949,120,824,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,28.02.2018,28.02.2018,13.01.2021,2 year(s) 10 month(s),366,3660,3024.4,3024.4,0%,0%,260,233
476,ROYAL SWAZI SPA GOLF CLUB,5300000690,100,179,4171,578,7847,MSI AP200,Club,32bit Windows 8.1 Embedded,None,N/A,Club Internet,Gigatek MSR250HK,11.12.2015,11.12.2015,13.01.2021,5 year(s) 1 month(s),366,3660,1899.36,1899.36,0%,0%,197,180
481,HENTIES BAY GOLF CLUB,5300000716,100,46,919,90,1314,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,23.07.2018,23.07.2018,13.01.2021,2 year(s) 5 month(s),366,3660,2996.93,2996.93,0%,0%,255,228
482,ROSSMUND GOLF CLUB,5300000536,100,160,6852,301,7230,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,19.12.2013,19.12.2013,13.01.2021,7 year(s) 0 month(s),314,3140,623.64,753.17,0%,0%,250,223
483,WINDHOEK GOLF & COUNTRY CLUB,5300000538,100,382,10386,408,15017,Club Machine,Club,Unknown,None,N/A,Club Internet,Unknown,,01.07.2010,13.01.2021,0 year(s) 0 month(s),366,3660,229.14,229.14,0%,0%,160,142
484,GOBABIS GOLF CLUB,5300000528,100,22,126,18,313,Club Machine,Club,Windows 7,None,N/A,Club Internet,Unknown,01.01.2009,01.07.2010,13.01.2021,12 year(s) 0 month(s),105,1050,816.14,2821.36,0%,0%,419,388
486,WALVIS BAY GOLF CLUB,5300000508,100,132,3147,125,3054,Club Machine,Club,Unknown,None,N/A,Club Internet,Unknown,,01.07.2010,13.01.2021,0 year(s) 0 month(s),366,3660,94.59,94.59,0%,0%,370,340
488,OKAHANDJA GOLF CLUB,5300000734,100,29,843,28,1027,DELL 3050,Club,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,05.07.2019,05.07.2019,13.01.2021,1 year(s) 6 month(s),366,3660,3202.69,3202.69,0%,0%,246,220
489,TSUMEB GOLF CLUB,5300000713,100,152,1664,68,461,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,26.07.2018,26.07.2018,13.01.2021,2 year(s) 5 month(s),366,3660,3571.94,3571.94,0%,0%,176,158
490,OSHAKATI GOLF CLUB,5300000727,100,38,307,6,15,Asus AT16 (Upgraded by Club),Club,Windows 7,None,N/A,Club Internet,Magtek 21040108,,,13.01.2021,0 year(s) 0 month(s),366,3660,3644.83,3644.83,0%,0%,216,196
498,HUDDLE PARK GOLF AND RECREATION,5300000628,100,715,15271,437,1968,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,17.12.2019,17.12.2019,13.01.2021,1 year(s) 0 month(s),366,3660,1173.06,1173.06,0%,0%,88,81
501,Wedgewood Golf Club,5300000669,100,376,9303,376,1437,MSI Windtop 1941,,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,22.01.2015,22.01.2015,13.01.2021,5 year(s) 11 month(s),366,3660,1947.18,1947.18,0%,0%,133,121
502,SPRINGS COUNTRY CLUB,5300000449,100,272,5453,201,1275,Mecer X22S,HNA,64 bit Windows 10 Home,N/A,N/A,Club Internet,Magtek 21040108,24.10.2016,09.09.2020,13.01.2021,4 year(s) 2 month(s),366,3660,1209.24,1209.24,0%,0%,193,176
514,BEAUFORT WEST GOLF CLUB,5300000497,100,36,492,28,407,MSI AP190,,64 bit Windows 8.1,Vodafone K3565 Rev 2,726237054,Vodacom,Magtek 21040108,05.03.2015,05.03.2015,13.01.2021,5 year(s) 10 month(s),314,3140,2874.53,3392.52,0%,0%,279,251
530,MARIENTAL GOLF CLUB- NAMIBIA,5300000729,100,31,328,20,574,Lenovo M810Z,Club,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,29.03.2019,29.03.2019,13.01.2021,1 year(s) 9 month(s),366,3660,1772.1,1772.1,0%,0%,356,326
536,!Brodsky Golf Club,5300000711,100,66,8,3,9,SAGA,,,,,,,,30.07.2018,13.01.2021,0 year(s) 0 month(s),366,3660,3447.66,3447.66,0%,0.01%,226,26
536,!Brodsky Golf Club,5300000694,100,66,8,0,0,,,,,,,,,18.04.2016,13.01.2021,0 year(s) 0 month(s),366,3660,3657.74,3657.74,0%,0.01%,208,26
536,!Brodsky Golf Club,5300000719,100,66,8,0,0,,,,,,,,,20.10.2018,13.01.2021,0 year(s) 0 month(s),366,3660,3660,3660,0%,0.01%,206,26
536,!Brodsky Golf Club,5300000721,100,66,8,1,1,,,,,,,,,03.11.2018,13.01.2021,0 year(s) 0 month(s),366,3660,3659.39,3659.39,0%,0.01%,207,26
540,SUN CITY GOLF CLUB,5300000518,50,127,10371,213,617,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237439,Vodacom,Magtek 21040108,08.09.2017,19.03.2018,13.01.2021,3 year(s) 4 month(s),314,3140,2473.29,2883.29,0%,0%,146,43
540,SUN CITY GOLF CLUB,5300000519,50,127,10371,243,634,Mecer X22S,HNA,64 bit Windows 10 Home,Vodafone K3565 Rev 2,726237439,Vodacom,Magtek 21040108,28.09.2017,28.09.2017,13.01.2021,3 year(s) 3 month(s),366,3660,2715.54,2715.54,0%,0%,138,43
543,!Albatros Tournament System,5300000573,15,5,22,2,5,Asus eee,,Windows 7,,,HNA Vodacom APN,,,04.07.2013,13.01.2021,0 year(s) 0 month(s),0,0,0,3041.36,0%,0%,446,63
543,!Albatros Tournament System,5300000574,10,5,22,288,1638,MSI Wintop 1941,,Windows XP,,,HNA MTN,,,,13.01.2021,0 year(s) 0 month(s),0,0,0,3593.64,0%,0%,446,63
543,!Albatros Tournament System,5300000575,0,5,22,1,3,,,,,,,,,,13.01.2021,0 year(s) 0 month(s),0,0,0,3655.64,0%,0%,446,63
543,!Albatros Tournament System,5300000576,100,5,22,120,510,,,,,,,,,,13.01.2021,0 year(s) 0 month(s),0,0,0,3651.81,0%,0%,446,63
543,!Albatros Tournament System,5300000579,100,5,22,53,129,,,,,,,,,,13.01.2021,0 year(s) 0 month(s),366,3660,3658.08,3658.08,0%,0%,233,63
543,!Albatros Tournament System,5300000580,100,5,22,104,884,,,,,,,,,,13.01.2021,0 year(s) 0 month(s),366,3660,3656.65,3656.65,0%,0%,235,63
543,!Albatros Tournament System,5300000651,100,5,22,1088,6418,,,,,,,,,,13.01.2021,0 year(s) 0 month(s),366,3660,3577.14,3577.14,0%,0%,247,63
546,Sesambos Golf Club,5300000578,100,41,517,77,443,Mecer X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,16.08.2018,16.08.2018,13.01.2021,2 year(s) 4 month(s),0,0,0,1748.09,0%,0%,440,409
548,Omeya Golf Club,5300000718,100,300,8765,213,1273,,Club,,,,,,,07.10.2018,13.01.2021,0 year(s) 0 month(s),366,3660,552.88,552.88,0%,0%,178,160
550,KASASA GOLF CLUB,5300000665,100,46,330,2,44,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,06.10.2014,06.10.2014,13.01.2021,6 year(s) 3 month(s),366,3660,2936.04,2936.04,0%,0%,274,247
551,LILONGWE GOLF CLUB,5300000621,100,206,5455,41,628,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,26.02.2014,26.02.2014,13.01.2021,6 year(s) 10 month(s),0,0,0,2679.41,0%,0%,318,289
552,MBAWA COUNTRY CLUB,5300000619,100,28,673,0,0,MSI AP200,Club,32bit Windows 8.1 Embedded ,None,N/A,Club Internet,Champtek MR800,27.01.2016,27.01.2016,13.01.2021,4 year(s) 11 month(s),157,1570,1570,3660,0%,0%,362,332
554,NCHALO SPORTS CLUB,5300000686,100,27,112,1,12,MSI AP190,Club,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,26.10.2015,26.10.2015,13.01.2021,5 year(s) 2 month(s),366,3660,3648.76,3648.76,0%,0%,223,203
556,BLANTYRE SPORTS CLUB,5300000623,100,183,3102,17,408,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,22.04.2013,22.04.2013,13.01.2021,7 year(s) 8 month(s),0,0,0,973.31,0%,0%,366,336
557,Dolphins Creek Country Estate Golf Club,5300000625,100,116,1944,122,1103,HP Compaq Elite 8300,HNA,64 bit Windows 10 Pro,None,N/A,Club Internet,Gigatek MSR250HK,09.12.2019,09.12.2019,13.01.2021,1 year(s) 1 month(s),314,3140,2550.99,2988.27,0%,0%,229,208
561,COUNTRY CLUB LIMBE,5300000642,100,59,1818,6,133,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Champtek MR800,06.02.2014,06.02.2014,13.01.2021,6 year(s) 11 month(s),314,3140,2716.98,3197.9,0%,0%,248,221
563,Vulintaba Country Estate,5300000634,100,80,1311,211,1263,MSI Windtop 1941,HNA,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,18.12.2014,10.01.2019,13.01.2021,6 year(s) 0 month(s),366,3660,1116.98,1116.98,0%,0%,361,331
564,Heron Banks Golf Club,5300000640,100,560,10081,782,4434,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,19.12.2016,17.01.2019,13.01.2021,4 year(s) 0 month(s),366,3660,1483.87,1483.87,0%,0%,118,105
566,The Club at Steyn City,5300000666,50,97,6898,104,263,MSI Windtop 1941,Club,32bit Windows 7 Home Basic SP1,None,N/A,Club Internet,Magtek 21040108,18.08.2014,18.08.2014,13.01.2021,6 year(s) 4 month(s),366,3660,3090.12,3090.12,0%,0%,155,66
566,The Club at Steyn City,5300000675,50,97,6898,89,218,MSI AP190,Club,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,11.05.2015,11.05.2015,13.01.2021,5 year(s) 8 month(s),366,3660,2476.22,2476.22,0%,0%,167,66
567,Sardinia Bay Golf Club,5300000687,100,68,1092,53,464,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Magtek 21040108,17.07.2017,17.07.2017,13.01.2021,3 year(s) 5 month(s),366,3660,2388.32,2388.32,0%,0%,291,263
571,HIGHLAND GATE GOLF CLUB,5300000683,100,152,9116,39,88,MSI AP190,HNA,64 bit Windows 8.1,None,N/A,Club Internet,Champtek MR800,07.07.2015,07.07.2015,13.01.2021,5 year(s) 6 month(s),366,3660,2991.33,2991.33,0%,0%,139,40
571,HIGHLAND GATE GOLF CLUB,5300000722,100,152,9116,282,838,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,04.12.2018,04.12.2018,13.01.2021,2 year(s) 1 month(s),366,3660,2902.51,2902.51,0%,0%,142,40
576,MBABANE GOLF CLUB,5300000691,100,170,2812,180,4971,MSI AP200,Club,32bit Windows 8.1 Embedded,None,N/A,Club Internet,Gigatek MSR250HK,15.01.2016,15.01.2016,13.01.2021,4 year(s) 11 month(s),52,520,161.1,2086.83,0%,0%,365,335
577,NKONYENI GOLF ESTATE,5300000696,100,116,4291,257,1713,MSI AP200,Club,32bit Windows 8.1 Embedded,None,N/A,Club Internet,Gigatek MSR250HK,11.03.2016,11.03.2016,13.01.2021,4 year(s) 10 month(s),366,3660,2775.23,2775.23,0%,0%,179,162
579,UBOMBO COUNTRY CLUB,5300000698,100,19,185,24,99,MECER X22S,Club,64 bit Windows 10 Home,None,N/A,Club Internet,Cipherlab MSR213U,07.06.2016,07.06.2016,13.01.2021,4 year(s) 7 month(s),366,3660,2910.59,2910.59,0%,0%,292,264
581,OLIVEWOOD GOLF CLUB,5300000701,100,68,4302,164,326,Mecer X22S,HNA,64 bit Windows 10 Home,None,N/A,Club Internet,Gigatek MSR250HK,04.08.2016,05.12.2016,13.01.2021,4 year(s) 5 month(s),366,3660,2885.88,2885.88,0%,0%,181,164
585,MAZABUKA GOLF CLUB,5300000708,100,55,129,2,6,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,12.02.2018,12.02.2018,13.01.2021,2 year(s) 11 month(s),366,3660,3658.32,3658.32,0%,0%,210,190
591,NDOLA GOLF CLUB,5300000714,100,138,3226,65,1489,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,18.07.2018,18.07.2018,13.01.2021,2 year(s) 5 month(s),366,3660,1765.96,1765.96,0%,0%,264,237
605,TRIDENT COUNTRY CLUB,5300000733,100,73,1142,35,150,DELL 3050,Club,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Gigatek MSR250HK,13.05.2019,13.05.2019,13.01.2021,1 year(s) 8 month(s),366,3660,3076.67,3076.67,0%,0%,224,204
607,SUN VALLEY GOLF CLUB,5300000730,100,51,968,37,247,MSI WINDTOP 1941,HNA,32 bit Windows 7 Home Basic SP1,N/A,N/A,Club Internet,Magtek 21040108,04.03.2014,03.04.2019,13.01.2021,6 year(s) 10 month(s),366,3660,1950.43,1950.43,0%,0%,330,301
622,MUMI GOLF CLUB,5300000728,100,57,46,0,0,Mecer X22S,Club,64 bit Windows 10 Home,N/A,N/A,Club Internet,Gigatek MSR250HK,07.03.2019,07.03.2019,13.01.2021,1 year(s) 10 month(s),366,3660,3660,3660,0%,0%,212,192
682,BEACHWOOD GOLF CLUB,5300000739,100,55,6136,42,104,Mecer X22S,HNA,64 bit Windows 10 Pro,N/A,N/A,Club Internet,Partner MSR213U,22.03.2019,21.08.2020,13.01.2021,1 year(s) 9 month(s),132,1320,980.75,3318.7,0%,0%,280,252
Total,,,,152355,3729967,98178,728835,,,,,,,,,,,,129997,1299970,690400,922360.95,%,%,,
